Mini Fabrica;Codigo Item;Descricao Item;Tipo Unidade;Codigo Cor;Descricao Cor;Tam;Deve (Abast);Necessidade (Min 1m);Saldo em Casa;Coberto Estimado;Falta Estimada;Cobertura (%);Origem do Saldo
Mini Fabrica - 20;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;107613;TERRACOTA 1477;;-6,0;6,0;26,0;6,0;0,0;100,0;nacional
Mini Fabrica - 20;76853;METAL GLAMOUR PU 0.9 (V P/V 16/17);;23146;OURO ROSADO;;-7,0;7,0;0,0;0,0;7,0;0,0;nacional
Mini Fabrica - 20;82290;GLITER MINI SHINE(M/MK O/I 17);;41;PRATA;;-8,093;8,093;0,0;0,0;8,093;0,0;nacional
Mini Fabrica - 20;82290;GLITER MINI SHINE(M/MK O/I 17);;23146;OURO ROSADO;;-4,494;4,494;0,0;0,0;4,494;0,0;nacional
Mini Fabrica - 20;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;101321;CHOCOLATE 1271;;-8,0;8,0;0,0;0,0;8,0;0,0;nacional
Mini Fabrica - 24;34062;PANO P/ REFORCO CR 150;;0;SEM COR;;-5,883;5,883;4123,9;5,883;0,0;100,0;nacional
Mini Fabrica - 24;44187;CACHAREL SOFT(B P/V 11/12)+ESP PU 1,5 D30+SPONL 40GR ANTI-MICROBIANO;;15745;PRETO 01;;-0,399;1,0;714,4;1,0;0,0;100,0;nacional
Mini Fabrica - 24;56577;FORRO MILANO PU 0.7(B O/I 2014);;50;NATURAL;;-41,084;41,084;0,0;0,0;41,084;0,0;nacional
Mini Fabrica - 24;56577;FORRO MILANO PU 0.7(B O/I 2014);;95373;CAMEL 1165;;-0,642;1,0;93,0;1,0;0,0;100,0;nacional
Mini Fabrica - 24;70815;CAMURCAO PU 1.2 (M O/I 2016)+BASE FLEX 1.0;;90329;TAN 1080/BISCOITO;;-0,268;1,0;20,0;1,0;0,0;100,0;nacional
Mini Fabrica - 24;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;96142;CAMEL 1165/BISCOITO;;-19,872;19,872;1,5;1,5;18,372;7,548309178743962;nacional
Mini Fabrica - 24;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;101646;CHOCOLATE 1271/PRETO;;-51,922;51,922;125,9;51,922;0,0;100,0;nacional
Mini Fabrica - 24;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;107768;TERRACOTA 1477/BISCOITO;;-9,822;9,822;20,0;9,822;0,0;100,0;nacional
Mini Fabrica - 24;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;107991;SOLARE 1468/BISCOITO;;-4,317;4,317;0,0;0,0;4,317;0,0;nacional
Mini Fabrica - 24;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;109585;CAMEL 1165/CASTANHO;;-0,533;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 24;81298;NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17);;35312;BRANCO OFF 526;;-0,384;1,0;20,0;1,0;0,0;100,0;nacional
Mini Fabrica - 24;105699;NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+EVA 1826/ LISO 2MM ( PL1.40X0.95);;21007;BRANCO 99/PRETO 01;;-1,688;1,688;24,8;1,688;0,0;100,0;nacional
Mini Fabrica - 24;105699;NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+EVA 1826/ LISO 2MM ( PL1.40X0.95);;72826;CAFE 569/CARAMELO 876;;-4,551;4,551;20,3;4,551;0,0;100,0;nacional
Mini Fabrica - 24;105699;NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+EVA 1826/ LISO 2MM ( PL1.40X0.95);;81433;BRANCO OFF 526/CINZA 851;;-13,993;13,993;0,0;0,0;13,993;0,0;nacional
Mini Fabrica - 24;142601;NAPA MALI NEO 1.4(BRS O/1 22);;33300;MARINHO 488;;-4,212;4,212;0,0;0,0;4,212;0,0;nacional
Mini Fabrica - 24;142601;NAPA MALI NEO 1.4(BRS O/1 22);;72736;CARAMELO 876;;-3,348;3,348;0,0;0,0;3,348;0,0;nacional
Mini Fabrica - 24;147955;NAPA VERMONT NEO 1.2 (BRS O/I22) + BASE FLEX 1.0;;15787;PRETO 01/PRETO;;-3,31;3,31;7,0;3,31;0,0;100,0;nacional
Mini Fabrica - 24;170822;NAPA MOSCOU NEO 1.2 (BRS O/I25) + BASE FLEX 1.0;;15787;PRETO 01/PRETO;;-1,332;1,332;8,7;1,332;0,0;100,0;nacional
Mini Fabrica - 24;172591;NOBUCK LISBOA PU 0.9 ( V PV 24/25)+TECIDO VELVET;;36126;BRANCO OFF 526/CREME 516;;-0,833;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 24;172591;NOBUCK LISBOA PU 0.9 ( V PV 24/25)+TECIDO VELVET;;41492;BEGE 435/CREME 516;;-1,032;1,032;0,0;0,0;1,032;0,0;nacional
Mini Fabrica - 24;174390;NOBUCK LISBOA PU 0.9 ( V PV 24/25)+BASE FLEX 1.0;;37331;BRANCO OFF 526/BISCOITO;;-0,396;1,0;61,5;1,0;0,0;100,0;nacional
Mini Fabrica - 24;192842;BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX;;34788;DOURADO/BISCOITO;;-27,353;27,353;20,0;20,0;7,3530000000000015;73,11812232661865;nacional
Mini Fabrica - 24;192842;BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX;;38551;OURO ROSADO/BISCOITO;;-1,507;1,507;0,0;0,0;1,507;0,0;nacional
Mini Fabrica - 24;192842;BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX;;78556;GRAFITE 914/PRETO;;-0,516;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 26;56577;FORRO MILANO PU 0.7(B O/I 2014);;35312;BRANCO OFF 526;;-3,312;3,312;26,0;3,312;0,0;100,0;nacional
Mini Fabrica - 26;67345;NAPA TURIM PU 1.0 + SARJA 7030/40 0.40;;15758;PRETO 01/PRETO 01;;-100,638;100,638;392,8;100,638;0,0;100,0;nacional
Mini Fabrica - 26;67345;NAPA TURIM PU 1.0 + SARJA 7030/40 0.40;;35324;BRANCO OFF 526/CRU 20;;-3,864;3,864;94,3;3,864;0,0;100,0;nacional
Mini Fabrica - 26;67345;NAPA TURIM PU 1.0 + SARJA 7030/40 0.40;;95810;CAMEL 1165/CRU 20;;-0,385;1,0;143,5;1,0;0,0;100,0;nacional
Mini Fabrica - 26;67345;NAPA TURIM PU 1.0 + SARJA 7030/40 0.40;;101602;CHOCOLATE 1271/PRETO 01;;-12,237;12,237;30,2;12,237;0,0;100,0;nacional
Mini Fabrica - 26;67345;NAPA TURIM PU 1.0 + SARJA 7030/40 0.40;;105897;OSTRA 1431/CRU 20;;-6,601;6,601;47,8;6,601;0,0;100,0;nacional
Mini Fabrica - 26;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;96142;CAMEL 1165/BISCOITO;;-31,931;31,931;1,5;1,5;30,431;4,697629263098555;nacional
Mini Fabrica - 26;74934;NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;16143;PRETO 01/PRETO 01/PRETO 01;;-1,551;1,551;2,0;1,551;0,0;100,0;nacional
Mini Fabrica - 26;74934;NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;40278;BRANCO OFF 526/BRANCO 15/NATURAL;;-3,562;3,562;18,6;3,562;0,0;100,0;nacional
Mini Fabrica - 26;74934;NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;101878;CHOCOLATE 1271/PRETO 01/PRETO 01;;-5,791;5,791;19,0;5,791;0,0;100,0;nacional
Mini Fabrica - 26;97488;PANO COURACA P/ REFORCO TX 007/B;;1;BRANCO;;-61,794;61,794;81,0;61,794;0,0;100,0;nacional
Mini Fabrica - 26;97488;PANO COURACA P/ REFORCO TX 007/B;;3;PRETO;;-2,923;2,923;0,0;0,0;2,923;0,0;nacional
Mini Fabrica - 26;128939;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40;;15758;PRETO 01/PRETO 01;;-8,843;8,843;68,0;8,843;0,0;100,0;nacional
Mini Fabrica - 26;128939;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40;;52568;NUDE 658/CRU 20;;-6,492;6,492;30,0;6,492;0,0;100,0;nacional
Mini Fabrica - 26;128939;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40;;100769;AVELA 1248/CRU 20;;-0,981;1,0;84,0;1,0;0,0;100,0;nacional
Mini Fabrica - 26;143760;METALIZADO LONDON PU 0.9+BASE FLEX;;15787;PRETO 01/PRETO;;-0,672;1,0;12,3;1,0;0,0;100,0;nacional
Mini Fabrica - 26;174565;NAPA SUPREMA PU 0.9 (MD O/I 25)+VELVET;;36126;BRANCO OFF 526/CREME 516;;-0,12;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 26;185735;NAPA RELAX PU 2.0 (MD O/I 25) - IMPORTADO;;15745;PRETO 01;;-1,637;1,637;0,0;0,0;1,637;0,0;nacional
Mini Fabrica - 26;185735;NAPA RELAX PU 2.0 (MD O/I 25) - IMPORTADO;;52531;NUDE 658;;-8,316;8,316;0,0;0,0;8,316;0,0;nacional
Mini Fabrica - 26;187451;NYLON KANSAS(ACT O/I22)+ESPUMA D501 3MM+CACHAREL 120GR;;106860;AVELA 1248/BRANCO 15/CREME 516;;-1,632;1,632;0,0;0,0;1,632;0,0;nacional
Mini Fabrica - 26;196437;NAPA ONCA GRECIA PU 0.9 (B P/V 24/25)+SARJA 7030/50;;96662;MULTI CAMEL 1165/PRETO 01;;-23,137;23,137;19,0;19,0;4,1370000000000005;82,11954877468989;nacional
Mini Fabrica - 26;200476;NAPA TRESSE TORONTO PU 0.9 (B P/V 25/26)+SARJA 7030/50;;15758;PRETO 01/PRETO 01;;-3,885;3,885;19,9;3,885;0,0;100,0;nacional
Mini Fabrica - 26;202378;NAPA ESSELENCE PU 0.9+SARJA 7030+SPO40G+ESP.PU2,5 D30+CACHAREL CONFORT;;35738;BRANCO OFF 526/CRU 20/BEGE 435;;-4,08;4,08;0,0;0,0;4,08;0,0;nacional
Mini Fabrica - 26;202378;NAPA ESSELENCE PU 0.9+SARJA 7030+SPO40G+ESP.PU2,5 D30+CACHAREL CONFORT;;109577;AVELA 1248/CRU 20/BEGE 435;;-4,896;4,896;0,0;0,0;4,896;0,0;nacional
Mini Fabrica - 30;25567;AVESSO VELUR;;3;PRETO;;-13,87;13,87;0,0;0,0;13,87;0,0;nacional
Mini Fabrica - 30;25567;AVESSO VELUR;;23041;CARAMELO 310;;-19,307;19,307;0,0;0,0;19,307;0,0;nacional
Mini Fabrica - 30;25567;AVESSO VELUR;;35313;CREME 516;;-30,199;30,199;0,0;0,0;30,199;0,0;nacional
Mini Fabrica - 30;56577;FORRO MILANO PU 0.7(B O/I 2014);;104045;AZUL SKY 1395;;-5,562;5,562;0,0;0,0;5,562;0,0;nacional
Mini Fabrica - 30;64664;FORRO FACHETE PVC 0.8 (B O/I 2015);;15745;PRETO 01;;-43,464;43,464;21,0;21,0;22,464;48,315847598012155;nacional
Mini Fabrica - 30;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;83517;CREME 985;;-5,392;5,392;0,0;0,0;5,392;0,0;nacional
Mini Fabrica - 30;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;107610;OLIVE 1469;;-12,466;12,466;30,0;12,466;0,0;100,0;nacional
Mini Fabrica - 30;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;107768;TERRACOTA 1477/BISCOITO;;-0,983;1,0;20,0;1,0;0,0;100,0;nacional
Mini Fabrica - 30;74934;NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;100874;CAMEL 1165/BRANCO 15/CAMEL 1165;;-2,658;2,658;12,0;2,658;0,0;100,0;nacional
Mini Fabrica - 30;84629;VERNIZ PREMIUM PU 1.0 (M/MD O/I 2017)+ SARJA 7030/40 0.40;;35324;BRANCO OFF 526/CRU 20;;-0,816;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 30;94157;NAPA TURIM PU 1.0+VELVET;;95701;CAMEL 1165/CREME 516;;-12,24;12,24;16,7;12,24;0,0;100,0;nacional
Mini Fabrica - 30;94157;NAPA TURIM PU 1.0+VELVET;;107770;OLIVE 1469/CREME 516;;-6,845;6,845;0,0;0,0;6,845;0,0;nacional
Mini Fabrica - 30;97488;PANO COURACA P/ REFORCO TX 007/B;;3;PRETO;;-39,001;39,001;0,0;0,0;39,001;0,0;nacional
Mini Fabrica - 30;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;15745;PRETO 01;;-10,064;10,064;0,0;0,0;10,064;0,0;nacional
Mini Fabrica - 30;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;35312;BRANCO OFF 526;;-5,763;5,763;0,0;0,0;5,763;0,0;nacional
Mini Fabrica - 30;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;95373;CAMEL 1165;;-4,926;4,926;1,0;1,0;3,926;20,300446609825414;nacional
Mini Fabrica - 30;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107613;TERRACOTA 1477;;-0,427;1,0;67,0;1,0;0,0;100,0;nacional
Mini Fabrica - 30;183768;NAPA GARDA PU 1.0 + SARJA 7030/40 0.40;;95810;CAMEL 1165/CRU 20;;-0,606;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 30;183768;NAPA GARDA PU 1.0 + SARJA 7030/40 0.40;;105897;OSTRA 1431/CRU 20;;-0,422;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 30;183768;NAPA GARDA PU 1.0 + SARJA 7030/40 0.40;;107823;OLIVE 1469/CRU 20;;-1,56;1,56;0,0;0,0;1,56;0,0;nacional
Mini Fabrica - 30;184004;NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO;;101878;CHOCOLATE 1271/PRETO 01/PRETO 01;;-0,892;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 30;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET;;106143;OSTRA 1431/CREME 516;;-4,786;4,786;30,0;4,786;0,0;100,0;nacional
Mini Fabrica - 30;192842;BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX;;34788;DOURADO/BISCOITO;;-0,708;1,0;20,0;1,0;0,0;100,0;nacional
Mini Fabrica - 30;193246;NAPA TURIM CROCO MILAO PU 1.0 (B P/V 24/25)+SARJA 7030/50;;95810;CAMEL 1165/CRU 20;;-3,47;3,47;0,0;0,0;3,47;0,0;nacional
Mini Fabrica - 30;195432;NAPA LEZARD GRECIA PU 0.9 (B P/V 24/25);;95373;CAMEL 1165;;-10,89;10,89;35,0;10,89;0,0;100,0;nacional
Mini Fabrica - 30;195460;NAPA TRAME GRECIA PU 0.9 (B P/V 24/25)+BASE FLEX;;15787;PRETO 01/PRETO;;-2,553;2,553;20,2;2,553;0,0;100,0;nacional
Mini Fabrica - 30;197406;NAPA ONCA GRECIA PU 0.9 (B P/V 24/25)+VELVET;;96673;MULTI CAMEL 1165/PRETO;;-6,189;6,189;0,0;0,0;6,189;0,0;nacional
Mini Fabrica - 30;200353;NAPA TRESSE TORONTO PU 0.9 (B P/V 25/26);;35312;BRANCO OFF 526;;-7,666;7,666;0,0;0,0;7,666;0,0;nacional
Mini Fabrica - 30;200476;NAPA TRESSE TORONTO PU 0.9 (B P/V 25/26)+SARJA 7030/50;;95810;CAMEL 1165/CRU 20;;-3,209;3,209;0,0;0,0;3,209;0,0;nacional
Mini Fabrica - 34;25567;AVESSO VELUR;;3;PRETO;;-5,005;5,005;0,0;0,0;5,005;0,0;nacional
Mini Fabrica - 34;25567;AVESSO VELUR;;35313;CREME 516;;-2,657;2,657;0,0;0,0;2,657;0,0;nacional
Mini Fabrica - 34;70730;CAMURCAO PU 1.2 (M O/I 2016)+VELVET 0.50;;36126;BRANCO OFF 526/CREME 516;;-3,958;3,958;0,0;0,0;3,958;0,0;nacional
Mini Fabrica - 34;70892;TECIDO VELVET (M O/I 15) + MICROPONTO;;19161;BRANCO 15;;-128,983;128,983;0,0;0,0;128,983;0,0;nacional
Mini Fabrica - 34;81379;CACHAREL SPORT (MLK O/I 17)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO;;15745;PRETO 01;;-1,682;1,682;1160,1;1,682;0,0;100,0;nacional
Mini Fabrica - 34;81379;CACHAREL SPORT (MLK O/I 17)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO;;93237;MARINHO 1128;;-46,549;46,549;10,2;10,2;36,349000000000004;21,9123933919096;nacional
Mini Fabrica - 34;81554;NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+VELVET 0.50;;15787;PRETO 01/PRETO;;-0,602;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 34;97488;PANO COURACA P/ REFORCO TX 007/B;;1;BRANCO;;-18,933;18,933;81,0;18,933;0,0;100,0;nacional
Mini Fabrica - 34;122736;LYCRA FAVO (B P/V18/19)+ESP 1MM D20+DUPLA SPACER STR 220G;;1573;PRETO/PRETO/PRETO;;-107,326;107,326;0,0;0,0;107,326;0,0;nacional
Mini Fabrica - 34;122736;LYCRA FAVO (B P/V18/19)+ESP 1MM D20+DUPLA SPACER STR 220G;;104375;NUDE 1323/BRANCO/BRANC O;;-1,827;1,827;0,0;0,0;1,827;0,0;nacional
Mini Fabrica - 34;122736;LYCRA FAVO (B P/V18/19)+ESP 1MM D20+DUPLA SPACER STR 220G;;104841;CHUMBO 1321/PRETO/PRETO;;-1,362;1,362;0,0;0,0;1,362;0,0;nacional
Mini Fabrica - 34;144069;NYLON SLEEK(ACT O/I 2022)+COLA+ESPUMA 1,5MM D26+FORRO WAVE;;53728;ROSA 671/BRANCO 15/CREME 516;;-3,713;3,713;0,0;0,0;3,713;0,0;nacional
Mini Fabrica - 34;144137;FILME CATALUNA 0.3MM NEW(ACT O/I22);;15745;PRETO 01;;-2,109;2,109;25,0;2,109;0,0;100,0;nacional
Mini Fabrica - 34;144137;FILME CATALUNA 0.3MM NEW(ACT O/I22);;93244;BRANCO OFF 1132;;-0,395;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 34;151481;CACHAREL RUN (MLK)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO;;93484;BRANCO OFF 1132/BRANCO 15/BRANCO 15;;-53,118;53,118;5,0;5,0;48,118;9,413005007718663;nacional
Mini Fabrica - 34;151481;CACHAREL RUN (MLK)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO;;108772;CAMEL 778/BRANCO 15- BRANCO 15;;-0,843;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 34;151481;CACHAREL RUN (MLK)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO;;110122;CAMEL 1528/BRANCO 15- BRANCO 15;;-0,866;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 34;160340;TECIDO SUICA (MKO O/I 23)+ESPUMA PU 2MM D58C/AO+CACHAREL 120 GRAMAS;;16143;PRETO 01/PRETO 01/PRETO 01;;-23,154;23,154;0,0;0,0;23,154;0,0;nacional
Mini Fabrica - 34;163212;NYLON SMESH(ACT P/V 22/23);;15745;PRETO 01;;-179,883;179,883;0,0;0,0;179,883;0,0;nacional
Mini Fabrica - 34;166815;GASPEA LOC VANILA(ACT 0/I 24) L.4842.101;PAR;39218;PRETO 01- PRETO 01;2;-155,0;155,0;287,0;155,0;0,0;100,0;nacional
Mini Fabrica - 34;166815;GASPEA LOC VANILA(ACT 0/I 24) L.4842.101;PAR;98069;GRAFITE 1223-VIOLETA 1221;2;-140,0;140,0;287,0;140,0;0,0;100,0;nacional
Mini Fabrica - 34;166815;GASPEA LOC VANILA(ACT 0/I 24) L.4842.101;PAR;98069;GRAFITE 1223-VIOLETA 1221;3;-59,0;59,0;150,0;59,0;0,0;100,0;nacional
Mini Fabrica - 34;172305;GASPEA LOC BELGA(ACT 0/I 24) L.4914.220;PAR;15745;PRETO 01;2;-130,0;130,0;245,0;130,0;0,0;100,0;nacional
Mini Fabrica - 34;188721;TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR;;32908;PRETO 01/CINZA/PRETO 01;;-168,958;168,958;0,0;0,0;168,958;0,0;nacional
Mini Fabrica - 34;188721;TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR;;93368;MARINHO 1128/CINZA/PRETO 01;;-16,86;16,86;0,0;0,0;16,86;0,0;nacional
Mini Fabrica - 34;188721;TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR;;103332;CHUMBO 1321/CINZA/PRETO 01;;-40,478;40,478;0,0;0,0;40,478;0,0;nacional
Mini Fabrica - 34;192734;TECIDO XANGAI(ACT O/I 25)+SARJA 7030/50;;110130;CAMEL 1528/PRETO 01;;-1,858;1,858;0,0;0,0;1,858;0,0;nacional
Mini Fabrica - 34;192734;TECIDO XANGAI(ACT O/I 25)+SARJA 7030/50;;110144;ALFAZEMA 1497/CRU 20;;-1,393;1,393;19,0;1,393;0,0;100,0;nacional
Mini Fabrica - 34;193740;GASPEA+LINGUETA LOC SORELLE(ACT O/I 25)L.4858.101;PAR;106044;ROSA ANTIGO 1329-PINK 1332-CREME 1318;3;-155,0;155,0;390,0;155,0;0,0;100,0;nacional
Mini Fabrica - 34;193740;GASPEA+LINGUETA LOC SORELLE(ACT O/I 25)L.4858.101;PAR;106045;BRANCO 99- ROSA ANTIGO 1329- CINZA CLARO 1322;2;-209,0;209,0;209,0;209,0;0,0;100,0;nacional
Mini Fabrica - 34;194041;TECIDO ADTERM CH 120 C CB CONFORFLEX T7 2213 300;;15745;PRETO 01;;-41,696;41,696;255,0;41,696;0,0;100,0;nacional
Mini Fabrica - 34;194041;TECIDO ADTERM CH 120 C CB CONFORFLEX T7 2213 300;;16072;BRANCO 99;;-4,267;4,267;0,0;0,0;4,267;0,0;nacional
Mini Fabrica - 34;194979;NYLON MOREIA (ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR;;32908;PRETO 01/CINZA/PRETO 01;;-4,404;4,404;0,0;0,0;4,404;0,0;nacional
Mini Fabrica - 34;202067;TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY;;16143;PRETO 01/PRETO 01/PRETO 01;;-622,801;622,801;0,0;0,0;622,801;0,0;nacional
Mini Fabrica - 34;202067;TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY;;93484;BRANCO OFF 1132/BRANCO 15/BRANCO 15;;-157,559;157,559;0,0;0,0;157,559;0,0;nacional
Mini Fabrica - 34;202067;TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY;;109367;CAMEL 778/BRANCO 15/BRANCO 15;;-442,278;442,278;0,0;0,0;442,278;0,0;nacional
Mini Fabrica - 38;25567;AVESSO VELUR;;3;PRETO;;-13,411;13,411;0,0;0,0;13,411;0,0;nacional
Mini Fabrica - 38;25567;AVESSO VELUR;;23041;CARAMELO 310;;-10,995;10,995;0,0;0,0;10,995;0,0;nacional
Mini Fabrica - 38;56577;FORRO MILANO PU 0.7(B O/I 2014);;50;NATURAL;;-2,232;2,232;0,0;0,0;2,232;0,0;nacional
Mini Fabrica - 38;58623;FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50;;15745;PRETO 01;;-10,77;10,77;44,0;10,77;0,0;100,0;nacional
Mini Fabrica - 38;58623;FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50;;29452;BEGE 435;;-25,594;25,594;25,0;25,0;0,5940000000000012;97,67914354926936;nacional
Mini Fabrica - 38;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;107610;OLIVE 1469;;-0,479;1,0;30,0;1,0;0,0;100,0;nacional
Mini Fabrica - 38;108850;NAPA PELE STRECH PU 1.0 (MD O/I 2019);;15745;PRETO 01;;-13,344;13,344;0,0;0,0;13,344;0,0;nacional
Mini Fabrica - 38;149266;CAMURCA STRECH DUO ( V 22/23)- IMPORTADO;;15745;PRETO 01;;-457,627;457,627;593,0;457,627;0,0;100,0;nacional
Mini Fabrica - 38;149266;CAMURCA STRECH DUO ( V 22/23)- IMPORTADO;;107509;CAMEL 1470;;-210,521;210,521;0,0;0,0;210,521;0,0;nacional
Mini Fabrica - 38;149602;CAMURCA STRECH DUO + VELVET (MD O/I /23);;15787;PRETO 01/PRETO;;-34,465;34,465;42,7;34,465;0,0;100,0;nacional
Mini Fabrica - 38;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;35312;BRANCO OFF;;-0,277;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 38;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;95373;CAMEL 1165;;-5,72;5,72;1,0;1,0;4,72;17,482517482517483;nacional
Mini Fabrica - 38;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;101321;CHOCOLATE 1271;;-10,024;10,024;0,0;0,0;10,024;0,0;nacional
Mini Fabrica - 38;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107610;OLIVE 1469;;-3,981;3,981;50,0;3,981;0,0;100,0;nacional
Mini Fabrica - 38;183768;NAPA GARDA PU 1.0 + SARJA 7030/40 0.40;;105897;OSTRA 1431/CRU 20;;-3,69;3,69;0,0;0,0;3,69;0,0;nacional
Mini Fabrica - 40;23124;TERMOPONTO P345/11 - 120;;3;PRETO;;-7,586;7,586;117,0;7,586;0,0;100,0;nacional
Mini Fabrica - 40;25567;AVESSO VELUR;;3;PRETO;;-0,172;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 40;56577;FORRO MILANO PU 0.7(B O/I 2014);;50;NATURAL;;-5,603;5,603;0,0;0,0;5,603;0,0;nacional
Mini Fabrica - 40;56577;FORRO MILANO PU 0.7(B O/I 2014);;35312;BRANCO OFF 526;;-5,77;5,77;26,0;5,77;0,0;100,0;nacional
Mini Fabrica - 40;56577;FORRO MILANO PU 0.7(B O/I 2014);;95373;CAMEL 1165;;-16,324;16,324;93,0;16,324;0,0;100,0;nacional
Mini Fabrica - 40;56577;FORRO MILANO PU 0.7(B O/I 2014);;101321;CHOCOLATE 1271;;-12,756;12,756;50,0;12,756;0,0;100,0;nacional
Mini Fabrica - 40;56577;FORRO MILANO PU 0.7(B O/I 2014);;107610;OLIVE 1469;;-0,859;1,0;46,0;1,0;0,0;100,0;nacional
Mini Fabrica - 40;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;101646;CHOCOLATE 1271/PRETO;;-14,643;14,643;125,9;14,643;0,0;100,0;nacional
Mini Fabrica - 40;76853;METAL GLAMOUR PU 0.9 (V P/V 16/17);;41;PRATA;;-4,296;4,296;0,0;0,0;4,296;0,0;nacional
Mini Fabrica - 40;82290;GLITER MINI SHINE(M/MK O/I 17);;41;PRATA;;-4,66;4,66;0,0;0,0;4,66;0,0;nacional
Mini Fabrica - 40;82290;GLITER MINI SHINE(M/MK O/I 17);;66;DOURADO;;-0,824;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 40;82290;GLITER MINI SHINE(M/MK O/I 17);;23146;OURO ROSADO;;-22,689;22,689;0,0;0,0;22,689;0,0;nacional
